unit_code,ACTCompositeScore_UNCMin_TwoorMoreRaces,ACTEnglish_ACTBenchmark_TwoorMoreRaces,ACTMath_ACTBenchmark_TwoorMoreRaces,ACTReading_ACTBenchmark_TwoorMoreRaces,ACTScience_ACTBenchmark_TwoorMoreRaces,ACTSubtests_BenchmarksMet_TwoorMoreRaces,ACTWorkKeys_SilverPlus_TwoorMoreRaces,ACTWriting_ACTBenchmark_TwoorMoreRaces,EOCBiology_CACR_TwoorMoreRaces,EOCBiology_GLP_TwoorMoreRaces,EOCEnglish2_CACR_TwoorMoreRaces,EOCEnglish2_GLP_TwoorMoreRaces,EOCMathI_CACR_TwoorMoreRaces,EOCMathI_GLP_TwoorMoreRaces,EOCSubjects_CACR_TwoorMoreRaces,EOCSubjects_GLP_TwoorMoreRaces,EOG/EOCSubjects_CACR_TwoorMoreRaces,EOG/EOCSubjects_GLP_TwoorMoreRaces,EOGGr3_CACR_TwoorMoreRaces,EOGGr3_GLP_TwoorMoreRaces,EOGGr4_CACR_TwoorMoreRaces,EOGGr4_GLP_TwoorMoreRaces,EOGGr5_CACR_TwoorMoreRaces,EOGGr5_GLP_TwoorMoreRaces,EOGGr6_CACR_TwoorMoreRaces,EOGGr6_GLP_TwoorMoreRaces,EOGGr7_CACR_TwoorMoreRaces,EOGGr7_GLP_TwoorMoreRaces,EOGGr8_CACR_TwoorMoreRaces,EOGGr8_GLP_TwoorMoreRaces,EOGMathGr3_CACR_TwoorMoreRaces,EOGMathGr3_GLP_TwoorMoreRaces,EOGMathGr3-8_CACR_TwoorMoreRaces,EOGMathGr3-8_GLP_TwoorMoreRaces,EOGMathGr4_CACR_TwoorMoreRaces,EOGMathGr4_GLP_TwoorMoreRaces,EOGMathGr5_CACR_TwoorMoreRaces,EOGMathGr5_GLP_TwoorMoreRaces,EOGMathGr6_CACR_TwoorMoreRaces,EOGMathGr6_GLP_TwoorMoreRaces,EOGMathGr7_CACR_TwoorMoreRaces,EOGMathGr7_GLP_TwoorMoreRaces,EOGMathGr8_CACR_TwoorMoreRaces,EOGMathGr8_GLP_TwoorMoreRaces,EOGReadingGr3_CACR_TwoorMoreRaces,EOGReadingGr3_GLP_TwoorMoreRaces,EOGReadingGr3-8_CACR_TwoorMoreRaces,EOGReadingGr3-8_GLP_TwoorMoreRaces,EOGReadingGr4_CACR_TwoorMoreRaces,EOGReadingGr4_GLP_TwoorMoreRaces,EOGReadingGr5_CACR_TwoorMoreRaces,EOGReadingGr5_GLP_TwoorMoreRaces,EOGReadingGr6_CACR_TwoorMoreRaces,EOGReadingGr6_GLP_TwoorMoreRaces,EOGReadingGr7_CACR_TwoorMoreRaces,EOGReadingGr7_GLP_TwoorMoreRaces,EOGReadingGr8_CACR_TwoorMoreRaces,EOGReadingGr8_GLP_TwoorMoreRaces,EOGScienceGr5_CACR_TwoorMoreRaces,EOGScienceGr5_GLP_TwoorMoreRaces,EOGScienceGr5&8_CACR_TwoorMoreRaces,EOGScienceGr5&8_GLP_TwoorMoreRaces,EOGScienceGr8_CACR_TwoorMoreRaces,EOGScienceGr8_GLP_TwoorMoreRaces,EOGSubjects_CACR_TwoorMoreRaces,EOGSubjects_GLP_TwoorMoreRaces,GraduationRate_4yr_TwoorMoreRaces,GraduationRate_5yr_TwoorMoreRaces
010340,,,,,,,,,,,,,,,,,50.0,67.6,50.0,71.4,12.5,37.5,75.0,83.3,,,,,,,28.6,57.1,33.3,53.3,0.0,0.0,0.0,0.0,,,,,,,71.4,85.7,60.0,73.3,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,50.0,67.6,,
010346,,,,,,,,,,,,,,,,,47.6,57.1,37.5,50.0,0.0,0.0,44.4,44.4,,,,,,,0.0,0.0,55.6,66.7,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,44.4,55.6,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,47.6,57.1,,
010347,,,,,,,,,,,,,,,,,39.5,52.6,28.6,42.9,0.0,33.3,61.1,66.7,,,,,,,28.6,42.9,43.8,56.3,0.0,0.0,83.3,83.3,,,,,,,28.6,42.9,31.3,43.8,0.0,0.0,50.0,50.0,,,,,,,50.0,66.7,50.0,66.7,,,39.5,52.6,,
010348,44.4,22.2,11.1,11.1,11.1,13.3,0.0,11.1,13.3,13.3,15.4,23.1,20.0,33.3,16.3,23.3,16.3,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1,0.0
010350,,,,,,,,,,,,,0.0,0.0,0.0,0.0,26.0,32.0,,,,,,,0.0,25.0,0.0,0.0,37.0,40.7,,,10.5,10.5,,,,,0.0,0.0,0.0,0.0,22.2,22.2,,,15.8,26.3,,,,,0.0,0.0,0.0,0.0,33.3,33.3,,,55.6,66.7,55.6,66.7,21.3,27.7,,
010351,,,,,,,,,,,,,,,,,33.3,42.2,40.0,60.0,25.0,30.0,40.0,46.7,,,,,,,20.0,40.0,15.0,30.0,0.0,10.0,40.0,60.0,,,,,,,60.0,80.0,50.0,55.0,50.0,50.0,40.0,40.0,,,,,,,40.0,40.0,40.0,40.0,,,33.3,42.2,,
010353,,,,,,,,,,,,,0.0,0.0,0.0,0.0,41.3,49.2,,,,,,,33.3,41.7,45.8,50.0,40.7,51.9,,,29.6,37.0,,,,,33.3,33.3,33.3,41.7,22.2,33.3,,,40.7,51.9,,,,,33.3,50.0,58.3,58.3,22.2,44.4,,,77.8,77.8,77.8,77.8,41.3,49.2,,
010354,,,,,,,,,,,,,,,,,15.4,23.1,33.3,50.0,16.7,16.7,9.5,19.0,,,,,,,0.0,0.0,6.3,18.8,16.7,16.7,0.0,14.3,,,,,,,0.0,0.0,18.8,25.0,16.7,16.7,0.0,14.3,,,,,,,28.6,28.6,28.6,28.6,,,15.4,23.1,,
010357,,,,,,,,,,,,,,,,,39.1,52.2,25.0,25.0,66.7,83.3,33.3,55.6,,,,,,,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,39.1,52.2,,
010358,,,,,,,,,,,,,,,,,38.9,61.1,50.0,66.7,33.3,58.3,33.3,58.3,,,,,,,66.7,83.3,50.0,62.5,33.3,50.0,0.0,0.0,,,,,,,33.3,50.0,37.5,56.3,33.3,66.7,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,38.9,61.1,,
010360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,42.9,57.1,0.0,14.3,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,83.3
010362,,,,,,,,,,,,,,,,,84.6,88.5,0.0,0.0,75.0,81.3,100.0,100.0,,,,,,,0.0,0.0,83.3,91.7,75.0,87.5,0.0,0.0,,,,,,,0.0,0.0,83.3,83.3,75.0,75.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,84.6,88.5,,
010364,,,,,,,,,,,,,,,,,31.6,47.4,0.0,0.0,16.7,16.7,55.6,88.9,,,,,,,0.0,0.0,25.0,37.5,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,37.5,37.5,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,31.6,47.4,,
010372,,,,,,,,,,,,,,,,,38.5,46.2,0.0,0.0,0.0,0.0,44.4,55.6,,,,,,,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,38.5,46.2,,
010374,,,,,,,,,,,,,,,,,45.5,54.5,100.0,100.0,0.0,0.0,33.3,41.7,,,,,,,0.0,0.0,55.6,66.7,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,44.4,44.4,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,45.5,54.5,,
010378,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,25.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
010380,,,,,,,,,,,,,,,,,33.3,47.9,21.4,50.0,30.0,40.0,41.7,50.0,,,,,,,14.3,42.9,30.0,40.0,20.0,20.0,50.0,50.0,,,,,,,28.6,57.1,35.0,55.0,40.0,60.0,37.5,50.0,,,,,,,37.5,50.0,37.5,50.0,,,33.3,47.9,,
010384,,,,,,,,,,,,,,,,,36.6,46.3,31.3,43.8,43.8,43.8,33.3,55.6,,,,,,,50.0,50.0,42.1,47.4,37.5,37.5,0.0,0.0,,,,,,,12.5,37.5,26.3,42.1,50.0,50.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,36.6,46.3,,
010388,27.3,18.2,18.2,9.1,9.1,12.7,0.0,9.1,42.9,85.7,50.0,62.5,55.6,55.6,50.0,66.7,50.0,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.9
010390,,,,,,,,,,,,,0.0,0.0,0.0,0.0,42.3,50.0,,,,,,,57.1,64.3,41.7,50.0,29.2,37.5,,,42.9,52.4,,,,,57.1,71.4,50.0,66.7,25.0,25.0,,,33.3,38.1,,,,,57.1,57.1,33.3,33.3,12.5,25.0,,,50.0,62.5,50.0,62.5,40.0,48.0,,
010392,,,,,,,,,,,,,,,,,13.3,33.3,16.7,33.3,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,14.3,28.6,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,13.3,33.3,,
010394,,,,,,,,,,,,,0.0,0.0,0.0,0.0,41.3,58.7,,,,,,,39.5,65.8,41.7,54.2,39.5,52.6,,,40.9,47.7,,,,,42.1,52.6,50.0,58.3,30.8,30.8,,,38.6,63.6,,,,,36.8,78.9,33.3,50.0,46.2,53.8,,,41.7,75.0,41.7,75.0,40.0,58.0,,
010396,60.0,40.0,20.0,26.7,13.3,25.7,0.0,28.6,41.7,41.7,46.7,53.3,27.8,33.3,37.8,42.2,37.8,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,100.0
010400,33.3,22.2,33.3,22.2,11.1,20.0,0.0,11.1,30.0,40.0,12.5,25.0,27.3,45.5,24.1,37.9,24.1,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,87.5
010403,,,,,,,,,,,,,0.0,0.0,0.0,0.0,32.2,37.3,,,,,,,25.0,33.3,31.3,37.5,33.3,36.7,,,20.8,20.8,,,,,16.7,16.7,37.5,37.5,10.0,10.0,,,29.2,37.5,,,,,33.3,50.0,25.0,37.5,30.0,30.0,,,60.0,70.0,60.0,70.0,31.0,36.2,,
010406,,,,,,,,,,,,,100.0,100.0,100.0,100.0,49.3,58.9,,,,,,,45.5,63.6,37.5,43.8,50.0,56.7,,,41.4,51.7,,,,,45.5,63.6,25.0,37.5,50.0,50.0,,,44.8,51.7,,,,,45.5,63.6,50.0,50.0,40.0,40.0,,,60.0,80.0,60.0,80.0,45.6,55.9,,
01B000,0.0,0.0,0.0,0.0,0.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.9,63.0,0.0,0.0,0.0,0.0,83.3,83.3,0.0,0.0,0.0,0.0,66.7,83.3,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,66.7,0.0,0.0
01C000,0.0,0.0,0.0,0.0,0.0,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,76.0,0.0,0.0,0.0,0.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,55.6,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,88.9,0.0,0.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,0.0,0.0,56.5,73.9,0.0,0.0
01D000,0.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,88.9,,,,,,,0.0,0.0,100.0,100.0,80.0,80.0,,,77.8,77.8,,,,,0.0,0.0,0.0,0.0,60.0,60.0,,,88.9,88.9,,,,,0.0,0.0,0.0,0.0,80.0,80.0,,,100.0,100.0,100.0,100.0,87.0,87.0,0.0,0.0
020,66.7,66.7,0.0,33.3,16.7,33.3,80.0,50.0,88.9,88.9,75.0,83.3,40.0,55.0,61.0,70.7,37.7,48.8,32.4,52.9,25.0,35.0,54.5,60.6,22.7,36.4,46.2,53.8,28.6,38.1,35.3,64.7,29.9,39.2,30.0,40.0,45.5,45.5,18.2,22.7,30.8,38.5,28.6,28.6,29.4,41.2,34.0,46.4,20.0,30.0,54.5,63.6,27.3,50.0,61.5,69.2,28.6,35.7,63.6,72.7,44.0,60.0,28.6,50.0,33.3,44.7,83.3,83.3
020302,66.7,66.7,0.0,33.3,16.7,33.3,80.0,50.0,88.9,88.9,75.0,83.3,35.3,47.1,60.5,68.4,60.5,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,83.3
020304,,,,,,,,,,,,,,,,,46.7,46.7,0.0,0.0,0.0,0.0,44.4,44.4,,,,,,,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,46.7,46.7,,
020306,,,,,,,,,,,,,0.0,0.0,0.0,0.0,32.1,39.5,,,,,,,23.5,32.4,45.8,54.2,28.6,28.6,,,27.8,30.6,,,,,23.5,23.5,33.3,41.7,28.6,28.6,,,36.1,47.2,,,,,23.5,41.2,58.3,66.7,28.6,28.6,,,28.6,28.6,28.6,28.6,31.6,38.0,,
020308,,,,,,,,,,,,,,,,,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,33.3,33.3,,
020316,,,,,,,,,,,,,,,,,68.2,77.3,0.0,0.0,83.3,83.3,83.3,91.7,,,,,,,0.0,0.0,66.7,66.7,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,55.6,77.8,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,68.2,77.3,,
020320,,,,,,,,,,,,,,,,,7.7,15.4,0.0,0.0,0.0,16.7,0.0,0.0,,,,,,,0.0,0.0,16.7,33.3,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,7.7,15.4,,
020324,,,,,,,,,,,,,,,,,0.0,16.7,0.0,0.0,0.0,16.7,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,16.7,,
020328,,,,,,,,,,,,,,,,,28.6,52.4,30.0,50.0,12.5,37.5,0.0,0.0,,,,,,,40.0,60.0,40.0,60.0,0.0,0.0,0.0,0.0,,,,,,,20.0,40.0,20.0,40.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,28.6,52.4,,
020330,,,,,,,,,,,,,0.0,0.0,0.0,0.0,29.4,50.0,,,,,,,20.0,50.0,0.0,0.0,28.6,47.6,,,15.4,23.1,,,,,0.0,20.0,0.0,0.0,28.6,28.6,,,38.5,61.5,,,,,40.0,80.0,0.0,0.0,28.6,42.9,,,28.6,71.4,28.6,71.4,27.3,48.5,,
020332,,,,,,,,,,,,,,,,,33.3,50.0,33.3,66.7,33.3,33.3,33.3,33.3,,,,,,,16.7,83.3,18.2,54.5,0.0,0.0,0.0,0.0,,,,,,,50.0,50.0,45.5,45.5,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,33.3,50.0,,
030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,48.3,0.0,0.0,12.5,25.0,66.7,66.7,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,9.1,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,50.0,0.0,0.0
030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
030308,,,,,,,,,,,,,0.0,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,62.5,,
030316,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
030320,,,,,,,,,,,,,0.0,0.0,0.0,0.0,31.3,50.0,0.0,0.0,16.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,50.0,,
040,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,25.0,33.3,50.0,26.1,39.1,30.8,39.2,50.0,60.0,27.8,38.9,23.8,28.6,20.0,30.0,30.0,40.0,44.4,44.4,40.0,60.0,23.8,28.6,22.2,33.3,14.3,14.3,20.0,20.0,20.0,20.0,33.3,33.3,60.0,60.0,35.7,47.6,33.3,44.4,28.6,42.9,20.0,40.0,40.0,60.0,33.3,33.3,28.6,28.6,46.2,46.2,66.7,66.7,32.0,39.2,80.0,0.0
040304,0.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,80.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
040305,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
040306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,27.3,9.1,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
040308,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
040309,,,,,,,,,,,,,0.0,0.0,0.0,0.0,38.5,43.6,,,,,,,,,30.0,40.0,44.4,44.4,,,25.0,25.0,,,,,,,20.0,20.0,33.3,33.3,,,37.5,50.0,,,,,,,40.0,60.0,33.3,33.3,,,66.7,66.7,66.7,66.7,36.8,42.1,,
